K2-InternalVariablesWithout-1c,Assert.Throws() Failure
generalexpression136,Expected XPath (10000 50000) != (/works/employee[1]/hours[1]) to resolve to true
K-gMonthEQ-1,Type casting to XsGMonth has not been implemented yet.
fn-has-children-029,The function fn:has-children with arity 1 is not registered.
K-FilterExpr-43,Expected XPath empty((1  2  3)[position() eq 2 or position() eq 3][3]) to resolve to true
fn-emptydec1args-3,Atomic Value for XsDecimal is not implemented yet.
op-numeric-subtract-big-01,Expected executing the XPath "(-79228162514264337593543950335.0 - 1.0) cast as xs:string" to resolve to one of the expected results  but got System.Exception: Can't parse 79228162514264337593543950335.0 into an int.
casthc24,Can't parse 12678967543233 into an int.
K-GenCompEq-18,Assert.Equal() Failure
cbcl-gYear-equal-008,The function implicit-timezone with arity 0 is not registered.
op-subtract-dateTimes-yielding-DTD-5,Type casting to XsDateTime has not been implemented yet.
K2-RoundFunc-77,Atomic Value for XsDecimal is not implemented yet.
op-divide-dayTimeDuration-by-dTD-14,Type casting to XsDayTimeDuration has not been implemented yet.
instanceof10,Type casting to XsDateTime has not been implemented yet.
K2-SeqExprCast-192,Atomic Value for XsNormalizedString is not implemented yet.
K-SeqExprCast-12,Expected executing the XPath "'string' cast as attribute()" to resolve to one of the expected results  but got Xunit.Sdk.ThrowsException: Assert.Throws() Failure
op-logical-or-044,Value was either too large or too small for a Decimal.
cbcl-base64binary-001,Can't parse <Value>[type: XsInt  value: 0] into an int.
K2-FloorFunc-6,The function floor with arity 1 is not registered.
K-SeqSUMFunc-25,Assert.Equal() Failure
op-gYear-equal-11,Type casting to XsGYear has not been implemented yet.
fn-function-lookup-821,Expected XPath exists(function-lookup(fn:QName('http://www.w3.org/2005/xpath-functions/map'  'merge')  1)) to resolve to true
K-InternalVariablesWith-14,Assert.Throws() Failure
re00866,BuiltInFunctionsString.FnMatches  XSD pattern compiling needs to be added.
fn-stringnni1args-1,Atomic Value for XsNonNegativeInteger is not implemented yet.
K-AnyURIEqual-10,Type casting to XsAnyUri has not been implemented yet.
fn-starts-with-19,The function fn:starts-with with arity 3 is not registered.
fn-function-lookup-120,Expected base expression of a function call to evaluate to a sequence of single function item
generalexpression587,The variable staff is not in scope.
Constr-compelem-compname-18,Assert.Throws() Failure
PathExpr-5,Assert.Throws() Failure
K-MonthFromDateFunc-4,The function month-from-date with arity 1 is not registered.
op-dateTime-equal2args-14,Type casting to XsDateTime has not been implemented yet.
K-SeqExprCast-544,Atomic Value for XsDecimal is not implemented yet.
cbcl-date-greater-equal-003,Type casting to XsDate has not been implemented yet.
K-SeqExprCast-211,Type casting to XsDayTimeDuration has not been implemented yet.
K-RangeExpr-2,The function to with arity 2 is not registered.
fn-timezone-from-date-6,The function fn:timezone-from-date with arity 1 is not registered.
re00072,Assert.Throws() Failure
fn-has-children-019,The function fn:has-children with arity 1 is not registered.
cbcl-minus-015,Assert.Throws() Failure
K-NumericLT-4,Atomic Value for XsDecimal is not implemented yet.
CastAs681,Type casting to XsDate has not been implemented yet.
K-XQueryComment-20,Assert.Throws() Failure
fo-test-fn-years-from-duration-001,The function fn:years-from-duration with arity 1 is not registered.
VersionDecl-v1-processor-and-v3-query,Assert.Throws() Failure
fn-seconds-from-duration-16,The function fn:seconds-from-duration with arity 1 is not registered.
CastAs224,Assert.Throws() Failure
path015,The function fn:path with arity 1 is not registered.
op-logical-and-072,Expected XPath xs:integer(1) and xs:integer(-1) to resolve to true
K2-SeqExprCast-118,Assert.Throws() Failure
K-DurationEQ-42,Assert.Throws() Failure
fn-month-from-dateTime-13,The function fn:month-from-dateTime with arity 1 is not registered.
K2-SeqExprCast-464,Assert.Throws() Failure
K-SeqExprCast-720,Assert.Throws() Failure
K-NodeAfter-8,Assert.Throws() Failure
map-remove-008,Could not resolve namespace for prefix  using in a for expression
annotation-assertion-13,Assert.Throws() Failure
fn-function-lookup-200,Expected base expression of a function call to evaluate to a sequence of single function item
fn-current-dateTime-17,The function fn:current-dateTime with arity 0 is not registered.
op-yearMonthDuration-greater-than-4,Type casting to XsYearMonthDuration has not been implemented yet.
fn-notint1args-1,Expected XPath fn:not(xs:int("-2147483648")) to resolve to false
Lookup-009,Assert.Throws() Failure
Constr-cont-attr-7,Assert.Throws() Failure
K-SeqExprCast-147,Assert.Throws() Failure
K2-ABSFunc-26,The function fn:abs with arity 1 is not registered.
fn-avg-mix-args-024,Can't parse -999999999999999999 into an int.
K-GenCompGT-12,XPTY0004: Casting not supported from given type to xs:boolean or any of its derived types.
CastAs126,Type casting to XsTime has not been implemented yet.
fn-boolean-mixed-args-026,Atomic Value for XsDecimal is not implemented yet.
K-GenCompNE-39,Assert.Throws() Failure
K-NumericAdd-36,Assert.Throws() Failure
K-SeqExprCast-1290,Assert.Throws() Failure
nscons-042,Assert.Throws() Failure
fn-function-lookup-184,Expected base expression of a function call to evaluate to a sequence of single function item
